Training: 2025-11-30 20:06:15,001-rank_id: 0
Training: 2025-12-02 03:41:52,641-Speed 1102.82 samples/sec   Loss 0.6640 target_logit_mean 0.0009 lma 0.7011  cos_theta_tmp 0.8583  Epoch: 20   Global Step: 310500   Required: 8 hours
Training: 2025-12-02 03:42:10,057-Speed 1102.43 samples/sec   Loss 0.6402 target_logit_mean -0.0001 lma 0.6802  cos_theta_tmp 0.8488  Epoch: 20   Global Step: 310550   Required: 8 hours
Training: 2025-12-02 03:42:27,463-Speed 1103.14 samples/sec   Loss 0.6914 target_logit_mean 0.0003 lma 0.6958  cos_theta_tmp 0.8549  Epoch: 20   Global Step: 310600   Required: 8 hours
Training: 2025-12-02 03:42:44,884-Speed 1102.12 samples/sec   Loss 0.6867 target_logit_mean -0.0013 lma 0.6905  cos_theta_tmp 0.8562  Epoch: 20   Global Step: 310650   Required: 8 hours
Training: 2025-12-02 03:43:02,287-Speed 1103.32 samples/sec   Loss 0.6837 target_logit_mean 0.0012 lma 0.7039  cos_theta_tmp 0.8522  Epoch: 20   Global Step: 310700   Required: 8 hours
Training: 2025-12-02 03:43:19,696-Speed 1102.88 samples/sec   Loss 0.6729 target_logit_mean -0.0027 lma 0.6916  cos_theta_tmp 0.8475  Epoch: 20   Global Step: 310750   Required: 8 hours
Training: 2025-12-02 03:43:37,112-Speed 1102.51 samples/sec   Loss 0.6643 target_logit_mean 0.0019 lma 0.6926  cos_theta_tmp 0.8531  Epoch: 20   Global Step: 310800   Required: 8 hours
Training: 2025-12-02 03:43:54,514-Speed 1103.33 samples/sec   Loss 0.6764 target_logit_mean 0.0007 lma 0.6811  cos_theta_tmp 0.8513  Epoch: 20   Global Step: 310850   Required: 8 hours
Training: 2025-12-02 03:44:11,929-Speed 1102.51 samples/sec   Loss 0.6711 target_logit_mean 0.0001 lma 0.6867  cos_theta_tmp 0.8534  Epoch: 20   Global Step: 310900   Required: 8 hours
Training: 2025-12-02 03:44:29,331-Speed 1103.38 samples/sec   Loss 0.6862 target_logit_mean 0.0003 lma 0.6912  cos_theta_tmp 0.8537  Epoch: 20   Global Step: 310950   Required: 8 hours
Training: 2025-12-02 03:44:46,750-Speed 1102.27 samples/sec   Loss 0.6681 target_logit_mean -0.0009 lma 0.7002  cos_theta_tmp 0.8561  Epoch: 20   Global Step: 311000   Required: 8 hours
Training: 2025-12-02 03:45:04,156-Speed 1103.12 samples/sec   Loss 0.6582 target_logit_mean -0.0019 lma 0.6966  cos_theta_tmp 0.8548  Epoch: 20   Global Step: 311050   Required: 8 hours
Training: 2025-12-02 03:45:21,570-Speed 1102.61 samples/sec   Loss 0.6703 target_logit_mean -0.0004 lma 0.6886  cos_theta_tmp 0.8506  Epoch: 20   Global Step: 311100   Required: 8 hours
Training: 2025-12-02 03:45:38,989-Speed 1102.27 samples/sec   Loss 0.7201 target_logit_mean -0.0014 lma 0.6871  cos_theta_tmp 0.8473  Epoch: 20   Global Step: 311150   Required: 8 hours
Training: 2025-12-02 03:45:56,392-Speed 1103.33 samples/sec   Loss 0.6880 target_logit_mean 0.0015 lma 0.6943  cos_theta_tmp 0.8542  Epoch: 20   Global Step: 311200   Required: 8 hours
Training: 2025-12-02 03:46:13,809-Speed 1102.40 samples/sec   Loss 0.6814 target_logit_mean 0.0013 lma 0.6974  cos_theta_tmp 0.8558  Epoch: 20   Global Step: 311250   Required: 8 hours
Training: 2025-12-02 03:46:31,211-Speed 1103.35 samples/sec   Loss 0.6777 target_logit_mean -0.0005 lma 0.7003  cos_theta_tmp 0.8562  Epoch: 20   Global Step: 311300   Required: 8 hours
Training: 2025-12-02 03:46:48,625-Speed 1102.65 samples/sec   Loss 0.6534 target_logit_mean -0.0022 lma 0.6869  cos_theta_tmp 0.8536  Epoch: 20   Global Step: 311350   Required: 8 hours
Training: 2025-12-02 03:47:06,026-Speed 1103.40 samples/sec   Loss 0.6532 target_logit_mean 0.0000 lma 0.6918  cos_theta_tmp 0.8529  Epoch: 20   Global Step: 311400   Required: 8 hours
Training: 2025-12-02 03:47:23,436-Speed 1102.84 samples/sec   Loss 0.6702 target_logit_mean -0.0002 lma 0.6829  cos_theta_tmp 0.8567  Epoch: 20   Global Step: 311450   Required: 8 hours
Training: 2025-12-02 03:47:40,849-Speed 1102.68 samples/sec   Loss 0.6886 target_logit_mean 0.0011 lma 0.6992  cos_theta_tmp 0.8517  Epoch: 20   Global Step: 311500   Required: 8 hours
Training: 2025-12-02 03:47:58,248-Speed 1103.57 samples/sec   Loss 0.6846 target_logit_mean 0.0009 lma 0.6924  cos_theta_tmp 0.8533  Epoch: 20   Global Step: 311550   Required: 8 hours
Training: 2025-12-02 03:48:15,661-Speed 1102.66 samples/sec   Loss 0.6981 target_logit_mean -0.0007 lma 0.6767  cos_theta_tmp 0.8466  Epoch: 20   Global Step: 311600   Required: 8 hours
Training: 2025-12-02 03:48:33,064-Speed 1103.27 samples/sec   Loss 0.6668 target_logit_mean 0.0018 lma 0.6989  cos_theta_tmp 0.8565  Epoch: 20   Global Step: 311650   Required: 8 hours
Training: 2025-12-02 03:48:50,482-Speed 1102.34 samples/sec   Loss 0.6389 target_logit_mean 0.0011 lma 0.6970  cos_theta_tmp 0.8556  Epoch: 20   Global Step: 311700   Required: 8 hours
Training: 2025-12-02 03:49:07,894-Speed 1102.74 samples/sec   Loss 0.6786 target_logit_mean 0.0014 lma 0.7018  cos_theta_tmp 0.8545  Epoch: 20   Global Step: 311750   Required: 8 hours
Training: 2025-12-02 03:49:25,294-Speed 1103.49 samples/sec   Loss 0.6588 target_logit_mean 0.0013 lma 0.6919  cos_theta_tmp 0.8523  Epoch: 20   Global Step: 311800   Required: 8 hours
Training: 2025-12-02 03:49:42,705-Speed 1102.76 samples/sec   Loss 0.6475 target_logit_mean 0.0012 lma 0.6901  cos_theta_tmp 0.8583  Epoch: 20   Global Step: 311850   Required: 8 hours
Training: 2025-12-02 03:50:00,113-Speed 1103.02 samples/sec   Loss 0.6734 target_logit_mean -0.0009 lma 0.6850  cos_theta_tmp 0.8530  Epoch: 20   Global Step: 311900   Required: 8 hours
Training: 2025-12-02 03:50:17,522-Speed 1102.89 samples/sec   Loss 0.6965 target_logit_mean -0.0001 lma 0.6902  cos_theta_tmp 0.8508  Epoch: 20   Global Step: 311950   Required: 8 hours
Training: 2025-12-02 03:50:34,922-Speed 1103.48 samples/sec   Loss 0.6742 target_logit_mean 0.0016 lma 0.7068  cos_theta_tmp 0.8548  Epoch: 20   Global Step: 312000   Required: 8 hours
Training: 2025-12-02 03:50:52,333-Speed 1102.78 samples/sec   Loss 0.6727 target_logit_mean -0.0003 lma 0.6975  cos_theta_tmp 0.8511  Epoch: 20   Global Step: 312050   Required: 8 hours
Training: 2025-12-02 03:51:09,745-Speed 1102.77 samples/sec   Loss 0.6913 target_logit_mean 0.0010 lma 0.6813  cos_theta_tmp 0.8515  Epoch: 20   Global Step: 312100   Required: 8 hours
Training: 2025-12-02 03:51:27,145-Speed 1103.47 samples/sec   Loss 0.6929 target_logit_mean 0.0002 lma 0.6924  cos_theta_tmp 0.8547  Epoch: 20   Global Step: 312150   Required: 8 hours
Training: 2025-12-02 03:51:44,558-Speed 1102.64 samples/sec   Loss 0.6667 target_logit_mean 0.0014 lma 0.6939  cos_theta_tmp 0.8534  Epoch: 20   Global Step: 312200   Required: 8 hours
Training: 2025-12-02 03:52:01,957-Speed 1103.58 samples/sec   Loss 0.6665 target_logit_mean 0.0023 lma 0.6974  cos_theta_tmp 0.8545  Epoch: 20   Global Step: 312250   Required: 8 hours
Training: 2025-12-02 03:52:19,372-Speed 1102.53 samples/sec   Loss 0.6773 target_logit_mean -0.0018 lma 0.7014  cos_theta_tmp 0.8543  Epoch: 20   Global Step: 312300   Required: 8 hours
Training: 2025-12-02 03:52:36,782-Speed 1102.81 samples/sec   Loss 0.6533 target_logit_mean 0.0010 lma 0.6831  cos_theta_tmp 0.8522  Epoch: 20   Global Step: 312350   Required: 8 hours
Training: 2025-12-02 03:52:54,182-Speed 1103.51 samples/sec   Loss 0.6583 target_logit_mean 0.0011 lma 0.6978  cos_theta_tmp 0.8528  Epoch: 20   Global Step: 312400   Required: 8 hours
Training: 2025-12-02 03:53:11,595-Speed 1102.67 samples/sec   Loss 0.6633 target_logit_mean -0.0011 lma 0.6904  cos_theta_tmp 0.8539  Epoch: 20   Global Step: 312450   Required: 8 hours
Training: 2025-12-02 03:53:28,993-Speed 1103.61 samples/sec   Loss 0.6766 target_logit_mean 0.0005 lma 0.6918  cos_theta_tmp 0.8521  Epoch: 20   Global Step: 312500   Required: 8 hours
Training: 2025-12-02 03:53:46,406-Speed 1102.63 samples/sec   Loss 0.6561 target_logit_mean -0.0004 lma 0.6915  cos_theta_tmp 0.8557  Epoch: 20   Global Step: 312550   Required: 8 hours
Training: 2025-12-02 03:54:03,810-Speed 1103.27 samples/sec   Loss 0.6834 target_logit_mean -0.0010 lma 0.6984  cos_theta_tmp 0.8514  Epoch: 20   Global Step: 312600   Required: 8 hours
Training: 2025-12-02 03:54:21,228-Speed 1102.35 samples/sec   Loss 0.6835 target_logit_mean 0.0008 lma 0.6974  cos_theta_tmp 0.8526  Epoch: 20   Global Step: 312650   Required: 8 hours
Training: 2025-12-02 03:54:38,638-Speed 1102.81 samples/sec   Loss 0.6804 target_logit_mean -0.0009 lma 0.6852  cos_theta_tmp 0.8513  Epoch: 20   Global Step: 312700   Required: 8 hours
Training: 2025-12-02 03:54:56,038-Speed 1103.50 samples/sec   Loss 0.6472 target_logit_mean -0.0003 lma 0.6826  cos_theta_tmp 0.8506  Epoch: 20   Global Step: 312750   Required: 8 hours
Training: 2025-12-02 03:55:13,449-Speed 1102.79 samples/sec   Loss 0.6704 target_logit_mean -0.0018 lma 0.7043  cos_theta_tmp 0.8505  Epoch: 20   Global Step: 312800   Required: 8 hours
Training: 2025-12-02 03:55:30,849-Speed 1103.50 samples/sec   Loss 0.6930 target_logit_mean 0.0012 lma 0.6907  cos_theta_tmp 0.8538  Epoch: 20   Global Step: 312850   Required: 8 hours
Training: 2025-12-02 03:55:48,261-Speed 1102.69 samples/sec   Loss 0.6777 target_logit_mean -0.0002 lma 0.7013  cos_theta_tmp 0.8539  Epoch: 20   Global Step: 312900   Required: 8 hours
Training: 2025-12-02 03:56:05,660-Speed 1103.55 samples/sec   Loss 0.6563 target_logit_mean 0.0004 lma 0.6941  cos_theta_tmp 0.8464  Epoch: 20   Global Step: 312950   Required: 8 hours
Training: 2025-12-02 03:56:23,071-Speed 1102.80 samples/sec   Loss 0.6583 target_logit_mean -0.0005 lma 0.6905  cos_theta_tmp 0.8534  Epoch: 20   Global Step: 313000   Required: 8 hours
Training: 2025-12-02 03:56:40,484-Speed 1102.67 samples/sec   Loss 0.6740 target_logit_mean 0.0010 lma 0.6937  cos_theta_tmp 0.8521  Epoch: 20   Global Step: 313050   Required: 8 hours
Training: 2025-12-02 03:56:57,882-Speed 1103.61 samples/sec   Loss 0.6770 target_logit_mean 0.0006 lma 0.6889  cos_theta_tmp 0.8554  Epoch: 20   Global Step: 313100   Required: 8 hours
Training: 2025-12-02 03:57:15,299-Speed 1102.41 samples/sec   Loss 0.6923 target_logit_mean 0.0003 lma 0.6914  cos_theta_tmp 0.8538  Epoch: 20   Global Step: 313150   Required: 8 hours
Training: 2025-12-02 03:57:32,699-Speed 1103.46 samples/sec   Loss 0.6439 target_logit_mean 0.0009 lma 0.6972  cos_theta_tmp 0.8566  Epoch: 20   Global Step: 313200   Required: 8 hours
Training: 2025-12-02 03:57:50,114-Speed 1102.57 samples/sec   Loss 0.6606 target_logit_mean -0.0004 lma 0.6983  cos_theta_tmp 0.8521  Epoch: 20   Global Step: 313250   Required: 8 hours
Training: 2025-12-02 03:58:07,524-Speed 1102.83 samples/sec   Loss 0.6712 target_logit_mean -0.0025 lma 0.6933  cos_theta_tmp 0.8519  Epoch: 20   Global Step: 313300   Required: 8 hours
Training: 2025-12-02 03:58:24,922-Speed 1103.61 samples/sec   Loss 0.6666 target_logit_mean -0.0031 lma 0.6985  cos_theta_tmp 0.8537  Epoch: 20   Global Step: 313350   Required: 8 hours
Training: 2025-12-02 03:58:42,333-Speed 1102.81 samples/sec   Loss 0.6681 target_logit_mean -0.0028 lma 0.7020  cos_theta_tmp 0.8527  Epoch: 20   Global Step: 313400   Required: 8 hours
Training: 2025-12-02 03:58:59,733-Speed 1103.45 samples/sec   Loss 0.6617 target_logit_mean -0.0005 lma 0.7055  cos_theta_tmp 0.8527  Epoch: 20   Global Step: 313450   Required: 8 hours
Training: 2025-12-02 03:59:17,152-Speed 1102.32 samples/sec   Loss 0.6458 target_logit_mean 0.0003 lma 0.7006  cos_theta_tmp 0.8551  Epoch: 20   Global Step: 313500   Required: 8 hours
Training: 2025-12-02 03:59:34,552-Speed 1103.48 samples/sec   Loss 0.6541 target_logit_mean 0.0014 lma 0.7048  cos_theta_tmp 0.8554  Epoch: 20   Global Step: 313550   Required: 8 hours
Training: 2025-12-02 03:59:51,965-Speed 1102.62 samples/sec   Loss 0.6653 target_logit_mean 0.0013 lma 0.7013  cos_theta_tmp 0.8541  Epoch: 20   Global Step: 313600   Required: 8 hours
Training: 2025-12-02 04:00:09,382-Speed 1102.46 samples/sec   Loss 0.6594 target_logit_mean 0.0005 lma 0.6910  cos_theta_tmp 0.8558  Epoch: 20   Global Step: 313650   Required: 8 hours
Training: 2025-12-02 04:00:26,782-Speed 1103.46 samples/sec   Loss 0.6654 target_logit_mean -0.0008 lma 0.7000  cos_theta_tmp 0.8549  Epoch: 20   Global Step: 313700   Required: 8 hours
Training: 2025-12-02 04:00:44,195-Speed 1102.64 samples/sec   Loss 0.6990 target_logit_mean -0.0031 lma 0.6977  cos_theta_tmp 0.8511  Epoch: 20   Global Step: 313750   Required: 8 hours
Training: 2025-12-02 04:01:01,595-Speed 1103.51 samples/sec   Loss 0.6746 target_logit_mean 0.0016 lma 0.7015  cos_theta_tmp 0.8543  Epoch: 20   Global Step: 313800   Required: 8 hours
Training: 2025-12-02 04:01:19,003-Speed 1102.94 samples/sec   Loss 0.6732 target_logit_mean -0.0002 lma 0.7042  cos_theta_tmp 0.8557  Epoch: 20   Global Step: 313850   Required: 8 hours
Training: 2025-12-02 04:01:36,406-Speed 1103.31 samples/sec   Loss 0.6879 target_logit_mean -0.0001 lma 0.6843  cos_theta_tmp 0.8486  Epoch: 20   Global Step: 313900   Required: 8 hours
Training: 2025-12-02 04:01:53,817-Speed 1102.81 samples/sec   Loss 0.6685 target_logit_mean -0.0011 lma 0.6831  cos_theta_tmp 0.8507  Epoch: 20   Global Step: 313950   Required: 8 hours
Training: 2025-12-02 04:02:11,233-Speed 1102.49 samples/sec   Loss 0.6429 target_logit_mean -0.0007 lma 0.6964  cos_theta_tmp 0.8562  Epoch: 20   Global Step: 314000   Required: 8 hours
Training: 2025-12-02 04:02:28,635-Speed 1103.35 samples/sec   Loss 0.6950 target_logit_mean 0.0002 lma 0.6781  cos_theta_tmp 0.8486  Epoch: 20   Global Step: 314050   Required: 8 hours
Training: 2025-12-02 04:02:46,050-Speed 1102.57 samples/sec   Loss 0.6794 target_logit_mean 0.0014 lma 0.6919  cos_theta_tmp 0.8544  Epoch: 20   Global Step: 314100   Required: 8 hours
Training: 2025-12-02 04:03:03,446-Speed 1103.73 samples/sec   Loss 0.6779 target_logit_mean -0.0001 lma 0.6965  cos_theta_tmp 0.8513  Epoch: 20   Global Step: 314150   Required: 8 hours
Training: 2025-12-02 04:03:20,860-Speed 1102.56 samples/sec   Loss 0.7018 target_logit_mean 0.0010 lma 0.6956  cos_theta_tmp 0.8534  Epoch: 20   Global Step: 314200   Required: 8 hours
Training: 2025-12-02 04:03:38,272-Speed 1102.75 samples/sec   Loss 0.6704 target_logit_mean -0.0011 lma 0.6915  cos_theta_tmp 0.8498  Epoch: 20   Global Step: 314250   Required: 8 hours
Training: 2025-12-02 04:03:55,670-Speed 1103.60 samples/sec   Loss 0.7103 target_logit_mean -0.0009 lma 0.6882  cos_theta_tmp 0.8529  Epoch: 20   Global Step: 314300   Required: 8 hours
Training: 2025-12-02 04:04:13,084-Speed 1102.62 samples/sec   Loss 0.6875 target_logit_mean -0.0002 lma 0.6962  cos_theta_tmp 0.8544  Epoch: 20   Global Step: 314350   Required: 8 hours
Training: 2025-12-02 04:04:30,482-Speed 1103.63 samples/sec   Loss 0.6630 target_logit_mean -0.0003 lma 0.6925  cos_theta_tmp 0.8522  Epoch: 20   Global Step: 314400   Required: 8 hours
Training: 2025-12-02 04:04:47,897-Speed 1102.50 samples/sec   Loss 0.6607 target_logit_mean 0.0022 lma 0.6865  cos_theta_tmp 0.8527  Epoch: 20   Global Step: 314450   Required: 8 hours
Training: 2025-12-02 04:05:05,297-Speed 1103.48 samples/sec   Loss 0.6609 target_logit_mean 0.0000 lma 0.6914  cos_theta_tmp 0.8496  Epoch: 20   Global Step: 314500   Required: 8 hours
Training: 2025-12-02 04:05:22,711-Speed 1102.60 samples/sec   Loss 0.6799 target_logit_mean 0.0007 lma 0.6980  cos_theta_tmp 0.8530  Epoch: 20   Global Step: 314550   Required: 8 hours
Training: 2025-12-02 04:05:40,126-Speed 1102.57 samples/sec   Loss 0.6792 target_logit_mean 0.0014 lma 0.6950  cos_theta_tmp 0.8522  Epoch: 20   Global Step: 314600   Required: 8 hours
Training: 2025-12-02 04:05:57,524-Speed 1103.61 samples/sec   Loss 0.6768 target_logit_mean -0.0002 lma 0.6878  cos_theta_tmp 0.8503  Epoch: 20   Global Step: 314650   Required: 8 hours
Training: 2025-12-02 04:06:14,936-Speed 1102.75 samples/sec   Loss 0.6722 target_logit_mean 0.0001 lma 0.6885  cos_theta_tmp 0.8523  Epoch: 20   Global Step: 314700   Required: 8 hours
Training: 2025-12-02 04:06:32,336-Speed 1103.48 samples/sec   Loss 0.6916 target_logit_mean -0.0014 lma 0.7000  cos_theta_tmp 0.8508  Epoch: 20   Global Step: 314750   Required: 8 hours
Training: 2025-12-02 04:06:49,750-Speed 1102.55 samples/sec   Loss 0.6587 target_logit_mean 0.0006 lma 0.6882  cos_theta_tmp 0.8530  Epoch: 20   Global Step: 314800   Required: 8 hours
Training: 2025-12-02 04:07:07,166-Speed 1102.67 samples/sec   Loss 0.6910 target_logit_mean -0.0000 lma 0.6945  cos_theta_tmp 0.8570  Epoch: 20   Global Step: 314850   Required: 8 hours
Training: 2025-12-02 04:07:24,562-Speed 1103.73 samples/sec   Loss 0.6717 target_logit_mean -0.0017 lma 0.7004  cos_theta_tmp 0.8520  Epoch: 20   Global Step: 314900   Required: 8 hours
Training: 2025-12-02 04:07:41,974-Speed 1102.76 samples/sec   Loss 0.6708 target_logit_mean -0.0002 lma 0.7007  cos_theta_tmp 0.8515  Epoch: 20   Global Step: 314950   Required: 8 hours
Training: 2025-12-02 04:07:59,373-Speed 1103.56 samples/sec   Loss 0.6461 target_logit_mean 0.0026 lma 0.6941  cos_theta_tmp 0.8556  Epoch: 20   Global Step: 315000   Required: 8 hours
Training: 2025-12-02 04:08:16,788-Speed 1102.48 samples/sec   Loss 0.6768 target_logit_mean -0.0017 lma 0.6957  cos_theta_tmp 0.8530  Epoch: 20   Global Step: 315050   Required: 8 hours
Training: 2025-12-02 04:08:34,188-Speed 1103.51 samples/sec   Loss 0.6718 target_logit_mean -0.0006 lma 0.6886  cos_theta_tmp 0.8496  Epoch: 20   Global Step: 315100   Required: 8 hours
Training: 2025-12-02 04:08:51,601-Speed 1102.71 samples/sec   Loss 0.6917 target_logit_mean -0.0006 lma 0.6963  cos_theta_tmp 0.8531  Epoch: 20   Global Step: 315150   Required: 8 hours
Training: 2025-12-02 04:09:09,013-Speed 1102.69 samples/sec   Loss 0.6513 target_logit_mean 0.0020 lma 0.7002  cos_theta_tmp 0.8556  Epoch: 20   Global Step: 315200   Required: 8 hours
Training: 2025-12-02 04:09:26,409-Speed 1103.79 samples/sec   Loss 0.6373 target_logit_mean 0.0001 lma 0.7068  cos_theta_tmp 0.8514  Epoch: 20   Global Step: 315250   Required: 8 hours
Training: 2025-12-02 04:09:43,820-Speed 1102.79 samples/sec   Loss 0.6571 target_logit_mean -0.0015 lma 0.6922  cos_theta_tmp 0.8514  Epoch: 20   Global Step: 315300   Required: 8 hours
Training: 2025-12-02 04:10:01,219-Speed 1103.52 samples/sec   Loss 0.6592 target_logit_mean -0.0018 lma 0.6964  cos_theta_tmp 0.8579  Epoch: 20   Global Step: 315350   Required: 8 hours
Training: 2025-12-02 04:10:18,634-Speed 1102.59 samples/sec   Loss 0.6730 target_logit_mean 0.0016 lma 0.6909  cos_theta_tmp 0.8502  Epoch: 20   Global Step: 315400   Required: 8 hours
Training: 2025-12-02 04:10:36,034-Speed 1103.47 samples/sec   Loss 0.6607 target_logit_mean 0.0012 lma 0.6968  cos_theta_tmp 0.8546  Epoch: 20   Global Step: 315450   Required: 8 hours
Training: 2025-12-02 04:10:53,442-Speed 1102.97 samples/sec   Loss 0.6578 target_logit_mean -0.0009 lma 0.7090  cos_theta_tmp 0.8551  Epoch: 20   Global Step: 315500   Required: 8 hours
Training: 2025-12-02 04:11:10,854-Speed 1102.70 samples/sec   Loss 0.6646 target_logit_mean -0.0000 lma 0.6872  cos_theta_tmp 0.8529  Epoch: 20   Global Step: 315550   Required: 8 hours
Training: 2025-12-02 04:11:28,253-Speed 1103.56 samples/sec   Loss 0.6606 target_logit_mean 0.0013 lma 0.6972  cos_theta_tmp 0.8512  Epoch: 20   Global Step: 315600   Required: 8 hours
Training: 2025-12-02 04:11:45,664-Speed 1102.77 samples/sec   Loss 0.6744 target_logit_mean 0.0006 lma 0.7016  cos_theta_tmp 0.8585  Epoch: 20   Global Step: 315650   Required: 8 hours
Training: 2025-12-02 04:12:03,060-Speed 1103.76 samples/sec   Loss 0.6550 target_logit_mean -0.0031 lma 0.6999  cos_theta_tmp 0.8551  Epoch: 20   Global Step: 315700   Required: 8 hours
Training: 2025-12-02 04:12:20,476-Speed 1102.51 samples/sec   Loss 0.6584 target_logit_mean -0.0012 lma 0.6873  cos_theta_tmp 0.8488  Epoch: 20   Global Step: 315750   Required: 8 hours
Training: 2025-12-02 04:12:37,891-Speed 1102.52 samples/sec   Loss 0.6593 target_logit_mean 0.0012 lma 0.7017  cos_theta_tmp 0.8569  Epoch: 20   Global Step: 315800   Required: 8 hours
Training: 2025-12-02 04:12:55,291-Speed 1103.51 samples/sec   Loss 0.6683 target_logit_mean -0.0014 lma 0.6993  cos_theta_tmp 0.8512  Epoch: 20   Global Step: 315850   Required: 8 hours
Training: 2025-12-02 04:13:12,706-Speed 1102.54 samples/sec   Loss 0.6657 target_logit_mean -0.0006 lma 0.6927  cos_theta_tmp 0.8515  Epoch: 20   Global Step: 315900   Required: 8 hours
Training: 2025-12-02 04:13:30,107-Speed 1103.41 samples/sec   Loss 0.6519 target_logit_mean 0.0031 lma 0.7010  cos_theta_tmp 0.8570  Epoch: 20   Global Step: 315950   Required: 8 hours
Training: 2025-12-02 04:13:47,516-Speed 1102.92 samples/sec   Loss 0.6429 target_logit_mean 0.0009 lma 0.6931  cos_theta_tmp 0.8497  Epoch: 20   Global Step: 316000   Required: 8 hours
Training: 2025-12-02 04:14:04,915-Speed 1103.58 samples/sec   Loss 0.6609 target_logit_mean 0.0007 lma 0.6980  cos_theta_tmp 0.8537  Epoch: 20   Global Step: 316050   Required: 8 hours
Training: 2025-12-02 04:14:22,330-Speed 1102.53 samples/sec   Loss 0.6534 target_logit_mean -0.0003 lma 0.6913  cos_theta_tmp 0.8550  Epoch: 20   Global Step: 316100   Required: 8 hours
Training: 2025-12-02 04:14:39,742-Speed 1102.70 samples/sec   Loss 0.6528 target_logit_mean -0.0039 lma 0.6969  cos_theta_tmp 0.8569  Epoch: 20   Global Step: 316150   Required: 8 hours
Training: 2025-12-02 04:14:57,143-Speed 1103.46 samples/sec   Loss 0.6820 target_logit_mean -0.0002 lma 0.6984  cos_theta_tmp 0.8534  Epoch: 20   Global Step: 316200   Required: 8 hours
Training: 2025-12-02 04:15:14,559-Speed 1102.48 samples/sec   Loss 0.6494 target_logit_mean -0.0002 lma 0.6990  cos_theta_tmp 0.8560  Epoch: 20   Global Step: 316250   Required: 8 hours
Training: 2025-12-02 04:15:31,960-Speed 1103.42 samples/sec   Loss 0.6636 target_logit_mean 0.0002 lma 0.6828  cos_theta_tmp 0.8512  Epoch: 20   Global Step: 316300   Required: 8 hours
Training: 2025-12-02 04:15:49,372-Speed 1102.71 samples/sec   Loss 0.6918 target_logit_mean -0.0019 lma 0.6925  cos_theta_tmp 0.8501  Epoch: 20   Global Step: 316350   Required: 8 hours
Training: 2025-12-02 04:16:06,770-Speed 1103.59 samples/sec   Loss 0.6785 target_logit_mean -0.0026 lma 0.6929  cos_theta_tmp 0.8536  Epoch: 20   Global Step: 316400   Required: 8 hours
Training: 2025-12-02 04:16:24,183-Speed 1102.64 samples/sec   Loss 0.6591 target_logit_mean 0.0011 lma 0.7002  cos_theta_tmp 0.8517  Epoch: 20   Global Step: 316450   Required: 8 hours
Training: 2025-12-02 04:16:41,598-Speed 1102.59 samples/sec   Loss 0.6804 target_logit_mean 0.0025 lma 0.6883  cos_theta_tmp 0.8567  Epoch: 20   Global Step: 316500   Required: 8 hours
Training: 2025-12-02 04:16:58,997-Speed 1103.54 samples/sec   Loss 0.6834 target_logit_mean -0.0003 lma 0.6909  cos_theta_tmp 0.8555  Epoch: 20   Global Step: 316550   Required: 8 hours
Training: 2025-12-02 04:17:16,415-Speed 1102.34 samples/sec   Loss 0.6783 target_logit_mean -0.0000 lma 0.6837  cos_theta_tmp 0.8512  Epoch: 20   Global Step: 316600   Required: 8 hours
Training: 2025-12-02 04:17:33,817-Speed 1103.38 samples/sec   Loss 0.6608 target_logit_mean 0.0016 lma 0.6932  cos_theta_tmp 0.8593  Epoch: 20   Global Step: 316650   Required: 8 hours
Training: 2025-12-02 04:17:51,232-Speed 1102.51 samples/sec   Loss 0.6650 target_logit_mean -0.0005 lma 0.6941  cos_theta_tmp 0.8545  Epoch: 20   Global Step: 316700   Required: 8 hours
Training: 2025-12-02 04:18:08,645-Speed 1102.69 samples/sec   Loss 0.6486 target_logit_mean -0.0012 lma 0.6836  cos_theta_tmp 0.8516  Epoch: 20   Global Step: 316750   Required: 8 hours
Training: 2025-12-02 04:18:26,045-Speed 1103.48 samples/sec   Loss 0.6655 target_logit_mean -0.0003 lma 0.6974  cos_theta_tmp 0.8563  Epoch: 20   Global Step: 316800   Required: 8 hours
Training: 2025-12-02 04:18:43,459-Speed 1102.64 samples/sec   Loss 0.6835 target_logit_mean 0.0018 lma 0.6992  cos_theta_tmp 0.8528  Epoch: 20   Global Step: 316850   Required: 8 hours
Training: 2025-12-02 04:19:00,863-Speed 1103.18 samples/sec   Loss 0.6632 target_logit_mean 0.0027 lma 0.6961  cos_theta_tmp 0.8557  Epoch: 20   Global Step: 316900   Required: 8 hours
Training: 2025-12-02 04:19:18,283-Speed 1102.26 samples/sec   Loss 0.6930 target_logit_mean 0.0005 lma 0.6961  cos_theta_tmp 0.8553  Epoch: 20   Global Step: 316950   Required: 8 hours
Training: 2025-12-02 04:19:35,685-Speed 1103.33 samples/sec   Loss 0.6786 target_logit_mean 0.0003 lma 0.6961  cos_theta_tmp 0.8527  Epoch: 20   Global Step: 317000   Required: 8 hours
Training: 2025-12-02 04:19:53,095-Speed 1102.91 samples/sec   Loss 0.6642 target_logit_mean 0.0019 lma 0.6975  cos_theta_tmp 0.8553  Epoch: 20   Global Step: 317050   Required: 8 hours
Training: 2025-12-02 04:20:10,507-Speed 1102.69 samples/sec   Loss 0.6887 target_logit_mean -0.0021 lma 0.6924  cos_theta_tmp 0.8514  Epoch: 20   Global Step: 317100   Required: 8 hours
